@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2,3}

@data
1981,'2022/02/21 23:52:08:240',7,0.424703,0.474321,0.515051,0.618812,0.478607,0.688276,0.456065,0.711508,0.430827,0.721938,0.405136,0.708925,3
1982,'2022/02/21 23:52:08:329',7,0.431806,0.514735,0.525122,0.648551,0.488769,0.723072,0.467949,0.741045,0.45084,0.74658,0.429423,0.731684,3
1983,'2022/02/21 23:52:08:433',7,0.44443,0.544597,0.534192,0.658746,0.502873,0.736299,0.486895,0.757594,0.471382,0.770364,0.447884,0.758682,3
1984,'2022/02/21 23:52:08:508',7,0.489006,0.620416,0.580725,0.672534,0.588495,0.866914,0.547414,0.921982,0.502205,0.920524,0.456817,0.861732,3
1985,'2022/02/21 23:52:08:633',7,0.519276,0.635989,0.608106,0.68549,0.626486,0.87684,0.585562,0.934563,0.543574,0.944586,0.492325,0.889321,3
1986,'2022/02/21 23:52:08:688',7,0.547636,0.65319,0.635033,0.677387,0.664491,0.877476,0.625492,0.942024,0.585461,0.958014,0.530691,0.903963,3
1987,'2022/02/21 23:52:08:774',7,0.563394,0.673226,0.651275,0.67957,0.688837,0.879799,0.65077,0.949017,0.610539,0.970979,0.554134,0.92657,3
1988,'2022/02/21 23:52:08:895',7,0.582694,0.702981,0.671413,0.681806,0.73176,0.852153,0.706939,0.938159,0.671156,0.973859,0.612524,0.962008,3
1989,'2022/02/21 23:52:08:951',7,0.607413,0.728174,0.684177,0.676313,0.767748,0.808386,0.75551,0.909328,0.728304,0.959167,0.676757,0.974997,3
1990,'2022/02/21 23:52:09:043',7,0.625676,0.741532,0.692702,0.661596,0.785449,0.769502,0.784917,0.865451,0.763555,0.928567,0.717498,0.96097,3
1991,'2022/02/21 23:52:09:142',7,0.651078,0.755256,0.706177,0.628517,0.809105,0.700223,0.824712,0.790327,0.813659,0.865736,0.769648,0.918655,3
1992,'2022/02/21 23:52:09:241',7,0.677771,0.751823,0.721255,0.604855,0.829113,0.653638,0.850262,0.733314,0.848071,0.817848,0.806296,0.867836,3
1993,'2022/02/21 23:52:09:340',7,0.70467,0.760817,0.743217,0.589003,0.85178,0.624429,0.876229,0.70681,0.873438,0.782789,0.837051,0.844924,3
1994,'2022/02/21 23:52:09:439',7,0.73461,0.776786,0.767375,0.57868,0.88506,0.61776,0.909919,0.701798,0.896746,0.779384,0.865229,0.840658,3
1995,'2022/02/21 23:52:09:538',7,0.764263,0.806017,0.803694,0.597094,0.925312,0.644432,0.941908,0.731803,0.925931,0.786725,0.888588,0.828862,3
1996,'2022/02/21 23:52:09:637',7,0.787174,0.829741,0.835266,0.635548,0.951447,0.6991,0.963379,0.812238,0.943394,0.87299,0.87674,0.88941,3
1997,'2022/02/21 23:52:09:737',7,0.806511,0.838323,0.854,0.659046,0.970635,0.727099,0.984801,0.843863,0.95994,0.917373,0.892014,0.933148,3
1998,'2022/02/21 23:52:09:836',7,0.815502,0.838136,0.864703,0.674285,0.976624,0.737688,0.988573,0.853741,0.960166,0.914494,0.893301,0.928266,3
1999,'2022/02/21 23:52:09:936',7,0.815642,0.839206,0.863703,0.677115,0.974925,0.738976,0.98628,0.851145,0.959879,0.915138,0.902906,0.941002,3
2000,'2022/02/21 23:52:10:034',7,0.807778,0.830992,0.858591,0.675004,0.965812,0.722829,0.982045,0.836969,0.959937,0.90979,0.90898,0.939214,3
2001,'2022/02/21 23:52:10:133',7,0.787181,0.809868,0.838427,0.658791,0.938264,0.676538,0.965635,0.780653,0.952135,0.862821,0.908324,0.911145,3
2002,'2022/02/21 23:52:10:233',7,0.755538,0.788791,0.794261,0.613797,0.891351,0.602476,0.928174,0.700402,0.925647,0.785244,0.889823,0.848858,3
2003,'2022/02/21 23:52:10:333',7,0.718138,0.785634,0.737666,0.572416,0.835928,0.551448,0.877446,0.635291,0.876037,0.709556,0.838693,0.75847,3
2004,'2022/02/21 23:52:10:432',7,0.697355,0.770478,0.701153,0.585836,0.76194,0.520873,0.813312,0.57967,0.815978,0.626332,0.806796,0.688225,3
2005,'2022/02/21 23:52:10:626',7,0.529521,0.7456,0.500549,0.57396,0.585449,0.485891,0.637134,0.519173,0.653626,0.572796,0.636078,0.621688,3
2006,'2022/02/21 23:52:10:826',7,0.401444,0.771485,0.357044,0.604213,0.426655,0.496492,0.481781,0.515719,0.510538,0.567254,0.506842,0.628698,3
2007,'2022/02/21 23:52:10:925',7,0.356557,0.7919,0.316578,0.622057,0.367475,0.513381,0.429794,0.526208,0.461944,0.578034,0.460206,0.644722,3
2008,'2022/02/21 23:52:11:024',7,0.313216,0.815686,0.275081,0.633176,0.313754,0.540675,0.375079,0.555588,0.410785,0.602341,0.421512,0.66862,3
2009,'2022/02/21 23:52:11:123',7,0.301303,0.840207,0.359458,0.666743,0.302186,0.558457,0.316902,0.591668,0.34502,0.662648,0.36537,0.749831,3
2010,'2022/02/21 23:52:11:222',7,0.30476,0.852766,0.346327,0.664777,0.294542,0.581226,0.259112,0.619637,0.238175,0.68683,0.242423,0.782875,3
2011,'2022/02/21 23:52:11:322',7,0.291987,0.865636,0.347193,0.701223,0.291639,0.597164,0.244393,0.61168,0.211498,0.667041,0.200809,0.75187,3
2012,'2022/02/21 23:52:11:414',7,0.28277,0.873399,0.334976,0.715345,0.280039,0.605138,0.22943,0.616931,0.196597,0.665929,0.183732,0.746225,3
2013,'2022/02/21 23:52:11:515',7,0.273349,0.879795,0.330766,0.737469,0.281939,0.612462,0.234511,0.609855,0.200192,0.649299,0.1793,0.721859,3
2014,'2022/02/21 23:52:11:615',7,0.263807,0.880786,0.320006,0.75474,0.277991,0.613966,0.232622,0.608649,0.201215,0.641877,0.178687,0.714513,3
2015,'2022/02/21 23:52:11:714',7,0.250866,0.874318,0.299757,0.766133,0.264843,0.615499,0.22597,0.602407,0.198354,0.630499,0.176379,0.697378,3
2016,'2022/02/21 23:52:11:813',7,0.238646,0.865388,0.269467,0.786049,0.243754,0.612904,0.212064,0.599173,0.190985,0.620888,0.171033,0.688391,3
2017,'2022/02/21 23:52:11:914',7,0.233693,0.853871,0.233865,0.826501,0.215583,0.627009,0.188764,0.6081,0.175893,0.624462,0.159545,0.682247,3
2018,'2022/02/21 23:52:12:031',7,0.233693,0.853871,0.233865,0.826501,0.215583,0.627009,0.188764,0.6081,0.175893,0.624462,0.159545,0.682247,3
2019,'2022/02/21 23:52:12:110',7,0.237655,0.802119,0.198353,0.912428,0.103603,0.814462,0.092522,0.776654,0.097579,0.728061,0.11489,0.700147,3
2020,'2022/02/21 23:52:12:211',7,0.230391,0.766635,0.196701,0.933741,0.092909,0.909638,0.063206,0.853646,0.060113,0.792328,0.082324,0.735447,3
2021,'2022/02/21 23:52:12:310',7,0.211932,0.688142,0.206149,0.89007,0.099227,0.916628,0.064986,0.881058,0.054941,0.832484,0.06866,0.761584,3
2022,'2022/02/21 23:52:12:410',7,0.193433,0.622905,0.218213,0.840176,0.112725,0.889313,0.077671,0.880117,0.063716,0.84165,0.069035,0.775457,3
2023,'2022/02/21 23:52:12:510',7,0.164178,0.593631,0.224087,0.780992,0.134171,0.885755,0.103651,0.89926,0.084123,0.874171,0.084712,0.824291,3
2024,'2022/02/21 23:52:12:604',7,0.133258,0.591263,0.222517,0.735086,0.155953,0.865304,0.129945,0.896042,0.108122,0.895072,0.097846,0.858262,3
2025,'2022/02/21 23:52:12:703',7,0.099416,0.615791,0.211262,0.661449,0.173759,0.808402,0.162126,0.865732,0.14567,0.886105,0.127237,0.867322,3
2026,'2022/02/21 23:52:12:802',7,0.099416,0.615791,0.211262,0.661449,0.173759,0.808402,0.162126,0.865732,0.14567,0.886105,0.127237,0.867322,3
2027,'2022/02/21 23:52:12:901',7,0.090412,0.741315,0.153665,0.625528,0.146954,0.637955,0.157727,0.736762,0.177958,0.805979,0.167699,0.81967,3
2028,'2022/02/21 23:52:13:000',7,0.103721,0.789098,0.149948,0.630921,0.101949,0.639853,0.145643,0.772475,0.171083,0.801751,0.173722,0.814032,3
2029,'2022/02/21 23:52:13:100',7,0.122115,0.844429,0.137828,0.657549,0.066827,0.640342,0.098875,0.718976,0.13045,0.779018,0.168588,0.805718,3
2030,'2022/02/21 23:52:13:199',7,0.134661,0.853901,0.134081,0.674776,0.044883,0.669463,0.062951,0.721879,0.113673,0.775268,0.160055,0.803635,3
2031,'2022/02/21 23:52:13:303',7,0.144036,0.847982,0.141691,0.671201,0.040413,0.667687,0.056637,0.714817,0.108705,0.740628,0.158589,0.776051,3
2032,'2022/02/21 23:52:13:396',7,0.16786,0.80815,0.163007,0.629541,0.056519,0.616317,0.059459,0.647083,0.113653,0.662065,0.17057,0.694212,3
2033,'2022/02/21 23:52:13:501',7,0.216336,0.750906,0.204677,0.568225,0.104556,0.585522,0.094753,0.594367,0.102172,0.61267,0.135288,0.649561,3
2034,'2022/02/21 23:52:13:594',7,0.235564,0.736732,0.235824,0.565861,0.198263,0.451143,0.159506,0.459184,0.132468,0.510743,0.127206,0.573466,3
2035,'2022/02/21 23:52:13:715',7,0.242174,0.722318,0.266529,0.575098,0.258419,0.415962,0.225375,0.400676,0.194863,0.433902,0.158859,0.500006,3
2036,'2022/02/21 23:52:13:770',7,0.254508,0.69518,0.290761,0.591926,0.297776,0.418527,0.279548,0.376753,0.25336,0.402025,0.209736,0.446815,3
2037,'2022/02/21 23:52:13:863',7,0.26747,0.668883,0.30015,0.61075,0.30409,0.424189,0.284733,0.379673,0.260586,0.403077,0.225177,0.443291,3
2038,'2022/02/21 23:52:13:956',7,0.27854,0.640885,0.304209,0.578348,0.311631,0.449927,0.285219,0.434876,0.263671,0.453254,0.24804,0.494118,3
2039,'2022/02/21 23:52:14:056',7,0.286812,0.631308,0.300496,0.56185,0.308292,0.491586,0.293429,0.490698,0.279079,0.497245,0.265095,0.508122,3
2040,'2022/02/21 23:52:14:161',7,0.294827,0.633016,0.316236,0.531048,0.340643,0.531577,0.325252,0.523111,0.310236,0.51825,0.293062,0.525386,3
2041,'2022/02/21 23:52:14:255',7,0.302937,0.638121,0.337275,0.550637,0.355809,0.554534,0.339749,0.542606,0.322824,0.545375,0.306703,0.553416,3
2042,'2022/02/21 23:52:14:354',7,0.314761,0.650221,0.348874,0.569967,0.360422,0.546509,0.343896,0.546591,0.327262,0.560028,0.313253,0.575015,3
2043,'2022/02/21 23:52:14:453',7,0.315675,0.662937,0.36174,0.584389,0.365347,0.554464,0.351911,0.565547,0.338608,0.585893,0.326273,0.611576,3
2044,'2022/02/21 23:52:14:552',7,0.304842,0.698322,0.37434,0.592297,0.349583,0.568865,0.342529,0.592758,0.335953,0.625226,0.328175,0.65768,3
2045,'2022/02/21 23:53:05:244',8,0.338108,0.176775,0.383914,0.123799,0.378991,0.036951,0.335487,0.127757,0.33131,0.123385,0.341102,0.039443,1
2046,'2022/02/21 23:53:05:343',8,0.336758,0.179483,0.382587,0.125669,0.378219,0.039608,0.335014,0.130654,0.33046,0.12552,0.339469,0.04335,1
2047,'2022/02/21 23:53:05:442',8,0.335255,0.179426,0.382045,0.125941,0.377726,0.041113,0.333399,0.129815,0.329095,0.123914,0.33785,0.043682,1
2048,'2022/02/21 23:53:05:541',8,0.331384,0.173653,0.379634,0.123105,0.375528,0.038393,0.331174,0.124061,0.327031,0.116457,0.335114,0.037737,1
2049,'2022/02/21 23:53:05:640',8,0.330192,0.167019,0.379947,0.117512,0.375034,0.033624,0.330398,0.118007,0.326692,0.109197,0.333649,0.0312,1
2050,'2022/02/21 23:53:05:733',8,0.326935,0.158189,0.378881,0.112406,0.37326,0.026945,0.329613,0.111603,0.325035,0.10237,0.330767,0.023406,1
2051,'2022/02/21 23:53:05:833',8,0.324964,0.152203,0.378787,0.105519,0.373865,0.022898,0.330918,0.105262,0.325671,0.097148,0.329634,0.017997,1
2052,'2022/02/21 23:53:05:933',8,0.327578,0.143085,0.382776,0.09809,0.375627,0.017602,0.335366,0.100224,0.33018,0.090669,0.331852,0.010266,1
2053,'2022/02/21 23:53:06:037',8,0.331862,0.140196,0.386672,0.097518,0.379973,0.015927,0.340076,0.100245,0.334412,0.090198,0.333508,0.011888,1
2054,'2022/02/21 23:53:06:130',8,0.338404,0.147066,0.393012,0.098784,0.385128,0.017544,0.34588,0.106189,0.340303,0.097915,0.335978,0.013683,1
2055,'2022/02/21 23:53:06:230',8,0.345598,0.163362,0.401379,0.113462,0.387659,0.024069,0.352127,0.123533,0.346598,0.114247,0.335961,0.02891,1
2056,'2022/02/21 23:53:06:329',8,0.353629,0.18823,0.410916,0.141202,0.394764,0.04708,0.357991,0.147224,0.351774,0.137626,0.339799,0.055847,1
2057,'2022/02/21 23:53:06:428',8,0.363334,0.213297,0.419239,0.170305,0.404393,0.074162,0.368533,0.173135,0.362039,0.161187,0.348372,0.08114,1
2058,'2022/02/21 23:53:06:528',8,0.37017,0.229531,0.425547,0.184948,0.407607,0.09202,0.375286,0.192442,0.368564,0.184313,0.353989,0.103122,1
2059,'2022/02/21 23:53:06:627',8,0.375717,0.23872,0.430099,0.195435,0.41308,0.103683,0.379649,0.201565,0.374001,0.194141,0.358875,0.113474,1
2060,'2022/02/21 23:53:06:776',8,0.383128,0.244912,0.436101,0.20552,0.422588,0.113015,0.387091,0.209888,0.380892,0.200804,0.367275,0.120996,1
2061,'2022/02/21 23:53:06:827',8,0.391456,0.243402,0.446488,0.206638,0.430581,0.112532,0.394617,0.206563,0.388771,0.198294,0.373633,0.122525,1
2062,'2022/02/21 23:53:06:925',8,0.400464,0.240958,0.455216,0.206177,0.440869,0.112858,0.404814,0.202115,0.398483,0.192647,0.384658,0.119602,1
2063,'2022/02/21 23:53:07:024',8,0.406059,0.226864,0.461046,0.19839,0.449484,0.104112,0.410969,0.188333,0.404364,0.180712,0.394296,0.106724,1
2064,'2022/02/21 23:53:07:123',8,0.408433,0.216078,0.462286,0.185954,0.450919,0.094281,0.4133,0.176202,0.407252,0.168684,0.398656,0.095027,1
2065,'2022/02/21 23:53:07:222',8,0.410177,0.205629,0.46317,0.174551,0.4525,0.085789,0.414988,0.165427,0.409223,0.157561,0.401741,0.086173,1
2066,'2022/02/21 23:53:07:322',8,0.413443,0.196918,0.466332,0.163417,0.454752,0.075839,0.418394,0.157191,0.413053,0.147352,0.403708,0.076533,1
2067,'2022/02/21 23:53:07:421',8,0.417258,0.193102,0.469589,0.159335,0.458997,0.073673,0.42393,0.153055,0.417959,0.144399,0.408166,0.072327,1
2068,'2022/02/21 23:53:07:514',8,0.420497,0.190471,0.474584,0.159642,0.463189,0.071266,0.427783,0.151899,0.421634,0.144899,0.412417,0.068739,1
2069,'2022/02/21 23:53:07:614',8,0.423913,0.189643,0.477692,0.159351,0.467504,0.071111,0.43157,0.150849,0.425036,0.143121,0.416631,0.067705,1
2070,'2022/02/21 23:53:07:715',8,0.429887,0.186007,0.483582,0.154688,0.473521,0.067439,0.436342,0.148457,0.430545,0.137805,0.42222,0.064219,1
2071,'2022/02/21 23:53:07:814',8,0.434558,0.180728,0.487885,0.145165,0.478127,0.0578,0.44123,0.143217,0.435212,0.130209,0.426432,0.058569,1
2072,'2022/02/21 23:53:07:913',8,0.436758,0.172923,0.4902,0.137591,0.479486,0.050796,0.441985,0.135331,0.436294,0.124528,0.428781,0.050083,1
2073,'2022/02/21 23:53:08:012',8,0.437117,0.167686,0.489319,0.13318,0.480365,0.044783,0.442465,0.127041,0.436709,0.119612,0.428206,0.044729,1
2074,'2022/02/21 23:53:08:111',8,0.436651,0.160298,0.489117,0.126275,0.479253,0.037948,0.441531,0.118256,0.43592,0.111794,0.427499,0.038524,1
2075,'2022/02/21 23:53:08:210',8,0.436568,0.159502,0.488536,0.126091,0.478757,0.038245,0.442122,0.119544,0.436282,0.110652,0.427484,0.035465,1
2076,'2022/02/21 23:53:08:309',8,0.433518,0.161408,0.485714,0.127495,0.476354,0.041484,0.438415,0.117525,0.433191,0.109789,0.426833,0.036418,1
2077,'2022/02/21 23:53:08:409',8,0.424459,0.162979,0.477699,0.130753,0.46861,0.044342,0.428369,0.121118,0.423749,0.113663,0.418186,0.041622,1
2078,'2022/02/21 23:53:08:509',8,0.411434,0.165684,0.464317,0.133523,0.456097,0.048138,0.415247,0.123902,0.411112,0.119308,0.405791,0.04727,1
2079,'2022/02/21 23:53:08:606',8,0.39818,0.169218,0.449915,0.135551,0.439953,0.052241,0.399964,0.1271,0.396308,0.119978,0.390326,0.054374,1
2080,'2022/02/21 23:53:08:705',8,0.385963,0.174137,0.434224,0.136586,0.425353,0.055251,0.386416,0.132311,0.38264,0.124532,0.376695,0.060696,1
2081,'2022/02/21 23:53:08:804',8,0.374584,0.17844,0.420678,0.139894,0.412337,0.060502,0.374794,0.137013,0.372009,0.132214,0.366741,0.068043,1
2082,'2022/02/21 23:53:08:903',8,0.365709,0.182823,0.409797,0.142067,0.400259,0.069297,0.366546,0.143811,0.362458,0.13915,0.359721,0.075293,1
2083,'2022/02/21 23:53:09:001',8,0.359766,0.183502,0.40161,0.141792,0.392958,0.072343,0.360142,0.146533,0.356456,0.141097,0.357756,0.079882,1
2084,'2022/02/21 23:53:09:100',8,0.356532,0.181998,0.398285,0.13812,0.389528,0.073348,0.355843,0.143058,0.351864,0.138561,0.355005,0.079179,1
2085,'2022/02/21 23:53:09:200',8,0.355249,0.172383,0.395597,0.129666,0.386723,0.064422,0.353526,0.132465,0.350823,0.127627,0.35478,0.070041,1
2086,'2022/02/21 23:53:09:299',8,0.353905,0.163967,0.394077,0.118397,0.384093,0.052945,0.351392,0.122825,0.34843,0.117565,0.352087,0.060205,1
2087,'2022/02/21 23:53:09:403',8,0.35132,0.158363,0.391198,0.113098,0.381952,0.047566,0.348422,0.116183,0.346074,0.112048,0.349333,0.056092,1
2088,'2022/02/21 23:53:09:497',8,0.347316,0.157952,0.385828,0.111159,0.375708,0.042825,0.343349,0.114522,0.340734,0.111123,0.342626,0.054897,1
2089,'2022/02/21 23:53:09:597',8,0.340488,0.156893,0.378872,0.108476,0.36725,0.041568,0.337123,0.114104,0.334063,0.110587,0.333517,0.053398,1
2090,'2022/02/21 23:53:09:696',8,0.332771,0.157041,0.371102,0.108261,0.359235,0.03903,0.328603,0.113055,0.32538,0.11057,0.325098,0.052842,1
2091,'2022/02/21 23:53:09:795',8,0.325597,0.157743,0.363998,0.106426,0.351206,0.038029,0.320716,0.114266,0.317264,0.111316,0.316609,0.052622,1
2092,'2022/02/21 23:53:09:894',8,0.319543,0.156955,0.358621,0.10447,0.345369,0.037268,0.314991,0.113261,0.311358,0.109199,0.309448,0.049667,1
2093,'2022/02/21 23:53:09:993',8,0.313477,0.156163,0.352299,0.103481,0.339395,0.034365,0.308271,0.111908,0.304999,0.106872,0.303091,0.048844,1
2094,'2022/02/21 23:53:10:093',8,0.309514,0.150906,0.350645,0.097328,0.335651,0.029005,0.305184,0.107293,0.301453,0.10035,0.299435,0.041271,1
2095,'2022/02/21 23:53:10:192',8,0.310415,0.142938,0.350614,0.09138,0.33791,0.020235,0.307293,0.096986,0.302626,0.092025,0.300421,0.031246,1
2096,'2022/02/21 23:53:10:291',8,0.314116,0.132047,0.358045,0.083254,0.344926,0.01053,0.312629,0.086074,0.308625,0.080816,0.307112,0.018141,1
2097,'2022/02/21 23:53:10:390',8,0.322565,0.122991,0.368483,0.077645,0.356262,0.00343,0.322512,0.076297,0.318785,0.070877,0.318951,0.011342,1
2098,'2022/02/21 23:53:10:489',8,0.333032,0.114404,0.379307,0.07255,0.369013,-0.004714,0.333288,0.069022,0.330802,0.064193,0.329051,0.002347,1
2099,'2022/02/21 23:53:10:587',8,0.341358,0.112587,0.388382,0.069926,0.378451,-0.00646,0.342743,0.066867,0.34029,0.058226,0.33869,-0.006924,1
2100,'2022/02/21 23:53:10:687',8,0.347882,0.11108,0.394985,0.066597,0.385438,-0.008741,0.349782,0.065427,0.345602,0.057024,0.341857,-0.00567,1
2101,'2022/02/21 23:53:10:786',8,0.351687,0.112659,0.399681,0.06869,0.389038,-0.00644,0.352704,0.067023,0.348786,0.059158,0.342353,-0.004233,1
2102,'2022/02/21 23:53:10:885',8,0.356981,0.11473,0.405111,0.071549,0.393858,-0.00722,0.358435,0.069492,0.353729,0.062667,0.3433,-0.002191,1
2103,'2022/02/21 23:53:10:984',8,0.363181,0.120025,0.410709,0.076052,0.399734,-0.006312,0.363439,0.074577,0.358998,0.067817,0.347299,0.000337,1
2104,'2022/02/21 23:53:11:083',8,0.367564,0.123371,0.416181,0.081465,0.403766,0.001759,0.367756,0.077081,0.363196,0.071178,0.35382,0.007557,1
2105,'2022/02/21 23:53:11:183',8,0.370098,0.125409,0.419779,0.08495,0.408835,0.001737,0.370573,0.078996,0.366738,0.072456,0.360011,0.009993,1
2106,'2022/02/21 23:53:11:282',8,0.375981,0.128831,0.424493,0.088065,0.413346,0.005263,0.376798,0.082628,0.3729,0.07646,0.367263,0.012246,1
2107,'2022/02/21 23:53:11:382',8,0.381526,0.129548,0.431955,0.092197,0.419844,0.008901,0.384894,0.086384,0.380681,0.080333,0.374427,0.014129,1
2108,'2022/02/21 23:53:11:475',8,0.388438,0.131697,0.438092,0.094552,0.427665,0.010827,0.391428,0.088289,0.387622,0.082301,0.382592,0.014514,1
2109,'2022/02/21 23:53:11:575',8,0.396275,0.134104,0.446681,0.097647,0.434853,0.013874,0.400004,0.093388,0.396011,0.086624,0.393866,0.015077,1
2110,'2022/02/21 23:53:11:674',8,0.402174,0.138225,0.454738,0.104118,0.442725,0.018607,0.40621,0.096888,0.401783,0.09089,0.400611,0.018301,1
2111,'2022/02/21 23:53:11:774',8,0.406089,0.13905,0.45961,0.105903,0.447774,0.020298,0.412228,0.099523,0.407004,0.093671,0.404581,0.020815,1
2112,'2022/02/21 23:53:11:872',8,0.40929,0.139832,0.462853,0.106804,0.451396,0.021957,0.415061,0.100364,0.410455,0.094606,0.407783,0.021407,1
2113,'2022/02/21 23:53:11:973',8,0.412145,0.139042,0.464891,0.105225,0.454725,0.021449,0.417713,0.101183,0.413153,0.093575,0.411179,0.019687,1
2114,'2022/02/21 23:53:12:072',8,0.414375,0.138777,0.466665,0.104498,0.456434,0.02221,0.42071,0.099659,0.415431,0.092763,0.412355,0.020172,1
2115,'2022/02/21 23:53:12:171',8,0.415521,0.139567,0.4679,0.104653,0.45717,0.023109,0.422291,0.100944,0.417192,0.094126,0.412702,0.020882,1
2116,'2022/02/21 23:53:12:270',8,0.416406,0.13966,0.46857,0.105529,0.457786,0.025972,0.422386,0.102059,0.41766,0.095829,0.413046,0.023325,1
2117,'2022/02/21 23:53:12:370',8,0.417776,0.14388,0.469502,0.108122,0.45866,0.028054,0.423757,0.104693,0.419357,0.097593,0.413729,0.025264,1
2118,'2022/02/21 23:53:12:470',8,0.418951,0.146999,0.470027,0.113401,0.459974,0.033575,0.424021,0.109661,0.420233,0.101558,0.414546,0.029636,1
2119,'2022/02/21 23:53:12:569',8,0.420316,0.150214,0.470621,0.11578,0.460668,0.037095,0.424895,0.110077,0.420985,0.102499,0.415703,0.032977,1
2120,'2022/02/21 23:53:12:673',8,0.420429,0.148022,0.469257,0.114723,0.458885,0.035461,0.424776,0.110269,0.420654,0.104206,0.415333,0.03256,1
2121,'2022/02/21 23:53:12:766',8,0.419704,0.147372,0.468592,0.111767,0.458001,0.035221,0.424173,0.109668,0.419842,0.103759,0.414503,0.032856,1
2122,'2022/02/21 23:53:12:865',8,0.419523,0.147349,0.467687,0.109695,0.456769,0.033436,0.423781,0.108918,0.419735,0.100989,0.413305,0.032497,1
2123,'2022/02/21 23:53:12:965',8,0.419407,0.149607,0.467537,0.112374,0.456974,0.037667,0.423317,0.111089,0.419685,0.102598,0.413404,0.036429,1
2124,'2022/02/21 23:53:13:064',8,0.419091,0.151014,0.466762,0.114071,0.455703,0.038172,0.423539,0.112758,0.418884,0.103801,0.412643,0.037815,1
2125,'2022/02/21 23:53:13:157',8,0.417361,0.152079,0.465296,0.115087,0.453991,0.038668,0.421671,0.113957,0.417546,0.101465,0.411683,0.038117,1
2126,'2022/02/21 23:53:13:264',8,0.415816,0.150382,0.463293,0.113427,0.45265,0.037743,0.419727,0.11151,0.41565,0.10219,0.409619,0.038418,1
2127,'2022/02/21 23:53:13:362',8,0.415509,0.149545,0.46252,0.111924,0.451751,0.036615,0.419859,0.109998,0.415266,0.103431,0.408896,0.037053,1
2128,'2022/02/21 23:53:13:462',8,0.415457,0.147852,0.46278,0.109704,0.452277,0.033756,0.41988,0.10884,0.415101,0.10122,0.40902,0.035426,1
2129,'2022/02/21 23:53:13:560',8,0.414786,0.144852,0.46268,0.107453,0.452042,0.029971,0.41881,0.105463,0.414333,0.098335,0.408522,0.032384,1
2130,'2022/02/21 23:53:13:654',8,0.413548,0.144035,0.46253,0.104728,0.451329,0.026488,0.416905,0.103161,0.412556,0.096781,0.406978,0.027829,1
2131,'2022/02/21 23:53:13:754',8,0.413573,0.144172,0.462016,0.103918,0.451116,0.025917,0.417064,0.102928,0.413411,0.094794,0.407082,0.027425,1
2132,'2022/02/21 23:53:13:853',8,0.414364,0.146965,0.462987,0.107749,0.453288,0.028821,0.418178,0.104295,0.414544,0.095757,0.4079,0.031502,1
2133,'2022/02/21 23:53:13:951',8,0.414628,0.154063,0.464568,0.114616,0.454509,0.037494,0.419767,0.112027,0.41563,0.105212,0.40857,0.038419,1
